---,Analog In. | Ch.1,Analog In. | Ch.1,Analog In. | Ch.1,Analog In. | Ch.2,Analog In. | Ch.2,Analog In. | Ch.2,Analog Out. | Ch.1,Analog Out. | Ch.2,
Time(s),AIn-1 - Dem (AOut-1),AIn-1 - Dem (AOut-2),AIn-1 - Raw,AIn-2 - Dem (AOut-1),AIn-2 - Dem (AOut-2),AIn-2 - Raw,AOut-1,AOut-2,
0.086092375,2.99196606,2.46487236,-3.47293008,0.00427400199,0.00830950753,0.0155644398,1,1,
0.094295375,2.99159896,2.46492776,-1.56819361,0.00391891309,0.00833159046,0.00747703482,1,1,
0.102498375,2.99169299,2.46489596,4.98031556,0.00354619927,0.00845336032,0.0174718467,1,1,
0.110701375,2.99157594,2.46448527,-1.29215369,0.0033163227,0.00848097547,0.0195318461,1,1,
0.118904375,2.99096587,2.46384195,-3.58043153,0.0032161642,0.00820079247,-0.00503555406,1,1,
0.127107375,2.98899787,2.46235113,3.91788995,0.00320429812,0.00767437568,0.0180059206,1,1,
0.135310375,2.98613439,2.45974833,2.52571184,0.0033016664,0.00721264125,0.0112155522,1,1,
0.143513375,2.98294311,2.45606927,-3.60240486,0.00346967308,0.00711258976,0.0112155522,1,1,
0.151717375,2.98033302,2.45207039,0.79668569,0.00360040357,0.00736715854,0.0168614765,1,1,
0.159920375,2.97848493,2.44809902,5.26337474,0.00360633428,0.00763778655,0.0239570299,1,1,
0.168123375,2.97735217,2.44452705,-3.48643452,0.003496912,0.00765438406,0.0105288858,1,1,
0.176326375,2.97692836,2.44136116,-3.06184576,0.00339893166,0.00752843766,0.0236518448,1,1,
0.184529375,2.97660224,2.4381061,5.69719535,0.00338424297,0.00762628179,0.0211340678,1,1,
0.192732375,2.97622554,2.43481704,-0.0971251564,0.00334968761,0.00813003936,0.0224311045,1,1,
0.200935375,2.97552691,2.43167815,-3.60255745,0.00315637882,0.00880218211,0.00244148076,1,1,
0.209138375,2.9747915,2.4292948,3.43028047,0.00282793262,0.00917636732,0.043488876,1,1,
0.217341375,2.97376275,2.4274014,3.59683523,0.00256948176,0.00906042644,0.0133518479,1,1,
0.225544375,2.97300831,2.42624359,-3.59828486,0.00257132409,0.00878271046,0.0267036958,1,1,
0.233748375,2.97310769,2.42610383,-0.450376904,0.00284923843,0.00888005951,0.00541703543,1,1,
0.241951375,2.97397756,2.42691452,5.50454726,0.0031575131,0.00953632773,0.0220496231,1,1,
0.250154375,2.97487618,2.42834426,-2.69020661,0.00321809271,0.0103567672,0.00190740684,1,1,
0.258357375,2.97491394,2.42962066,-3.44347972,0.00305916269,0.0107603253,0.0145725883,1,1,
0.266560375,2.97382795,2.43029248,4.60989715,0.00294886114,0.0104512196,0.0196844386,1,1,
0.274763375,2.97082647,2.42952294,1.0361034,0.0030443009,0.00959444819,0.0280770287,1,1,
