---,Analog In. | Ch.1,Analog In. | Ch.1,Analog In. | Ch.1,Analog In. | Ch.2,Analog In. | Ch.2,Analog In. | Ch.2,Analog Out. | Ch.1,Analog Out. | Ch.2,
Time(s),AIn-1 - Dem (AOut-1),AIn-1 - Dem (AOut-2),AIn-1 - Raw,AIn-2 - Dem (AOut-1),AIn-2 - Dem (AOut-2),AIn-2 - Raw,AOut-1,AOut-2,
0.086091,2.70818632,2.49318739,-3.5646382,0.00491433309,0.0115851278,0.00061037019,1,1,
0.094294,2.70639053,2.49137348,-1.10423597,0.00517728621,0.0119741738,0.00694296091,1,1,
0.102497,2.70478006,2.48978312,5.09697256,0.00577731281,0.0124306004,0.0275429548,1,1,
0.1107,2.70349344,2.48797209,-1.93922239,0.00636445764,0.0128757587,-0.00167851802,1,1,
0.118904,2.70300224,2.48602606,-3.5647908,0.00657865974,0.0130442612,0.00457777642,1,1,
0.127107,2.70277509,2.48389997,4.41167943,0.00632954133,0.0127179434,0.0460829493,1,1,
0.13531,2.70240495,2.48148564,1.73490097,0.00583851776,0.0120520262,0.0154881436,1,1,
0.143513,2.70141122,2.47858616,-3.59805597,0.00542156518,0.01147793,0.00473036897,1,1,
0.151716,2.70008726,2.4756721,1.48457289,0.0052691199,0.0112892243,0.028153325,1,1,
0.159919,2.69848968,2.47278882,4.7112186,0.00544023973,0.0114585742,0.0332651753,1,1,
0.168122,2.69704585,2.47037968,-3.56692709,0.00579502483,0.0117896937,-0.00640888699,1,1,
0.176325,2.69624885,2.46869674,-2.16757714,0.00607968458,0.0121001409,0.0285348064,1,1,
0.184528,2.69614276,2.46761733,5.46395764,0.00613946288,0.0122717372,0.0270088809,1,1,
0.192732,2.69653336,2.46692578,-0.947828608,0.00602723183,0.0122992023,0.0210577715,1,1,
0.200935,2.69674252,2.46620538,-3.58546709,0.00592387113,0.0123130172,0.00381481368,1,1,
0.209138,2.69646197,2.46551291,3.73554186,0.00591168929,0.0124059395,0.0346385083,1,1,
0.217341,2.69512266,2.46426777,2.50556963,0.00586081842,0.0124901162,0.0170903653,1,1,
0.225544,2.69298172,2.46257131,-3.58981597,0.00560847991,0.0123732368,-0.00495925779,1,1,
0.233747,2.69024725,2.46063516,0.444425794,0.00520139194,0.0119987002,0.0138859218,1,1,
0.24195,2.68747368,2.45854829,4.50025941,0.00480415754,0.0115876131,0.0356303598,1,1,
0.250153,2.68519755,2.45628085,-2.96403394,0.00461436169,0.0114539226,-0.000534073916,1,1,
0.258356,2.68392325,2.45377889,-2.58285775,0.00477935221,0.011618697,0.0260170293,1,1,
0.266559,2.68388225,2.45108444,4.15517136,0.00524539486,0.0118336081,0.0295266579,1,1,
0.274763,2.68419155,2.44763522,0.0560014649,0.00575856707,0.0119785744,0.0186162908,1,1,
0.282966,2.68439067,2.44348511,-3.53221229,0.00605429934,0.0121778041,-0.0043488876,1,1,
0.291169,2.6840296,2.43905816,2.00918607,0.00603110936,0.0125338211,0.0299081393,1,1,
0.299372,2.68321994,2.43538744,2.21259194,0.00576047293,0.0129935512,0.0241096225,1,1,
0.307575,2.68131636,2.43303108,-2.95228431,0.00536085324,0.0133663421,0.0205236976,1,1,
0.315778,2.67832398,2.43203413,-0.431760613,0.00491812863,0.0135206176,0.0210577715,1,1,
