---,Analog In. | Ch.1,Analog In. | Ch.1,Analog In. | Ch.1,Analog In. | Ch.2,Analog In. | Ch.2,Analog In. | Ch.2,Analog Out. | Ch.1,Analog Out. | Ch.2,
Time(s),AIn-1 - Dem (AOut-1),AIn-1 - Dem (AOut-2),AIn-1 - Raw,AIn-2 - Dem (AOut-1),AIn-2 - Dem (AOut-2),AIn-2 - Raw,AOut-1,AOut-2,
0.086092375,3.65371693,3.46208929,5.91555528,0.0187888579,0.0208357938,0.0488296152,1,1,
0.094295375,3.65476648,3.46156589,-3.62498856,0.0184496785,0.0209839544,-0.027314066,1,1,
0.102498375,3.65585947,3.46116531,-0.994216742,0.0180855495,0.0214265389,0.00518814661,1,1,
0.110702375,3.65566049,3.46072326,7.28736229,0.0179566523,0.0223506236,0.0589770196,1,1,
0.118905375,3.65443825,3.46037897,-3.44523453,0.0181454518,0.0234229374,-0.0061037019,1,1,
0.127108375,3.65235299,3.45996606,-3.61354411,0.018448546,0.0239650723,-0.0241859188,1,1,
0.135311375,3.64972445,3.45900221,7.28720969,0.0186026539,0.0236545901,0.0617999817,1,1,
0.143514375,3.646754,3.45671057,2.00636311,0.0185945977,0.0228759136,0.0349436934,1,1,
0.151717375,3.64366984,3.45303863,-3.62941374,0.0185978597,0.0223192705,-0.0249488815,1,1,
0.159920375,3.64189846,3.44889463,3.47766045,0.0186947956,0.0223358934,0.0341044343,1,1,
0.168123375,3.64043954,3.44426045,6.79715873,0.018797994,0.0227463781,0.0438703574,1,1,
0.176327375,3.63949146,3.43970361,-3.61880856,0.0187774215,0.0231476651,-0.0239570299,1,1,
0.184530375,3.63855877,3.43573346,-2.42065188,0.0186064928,0.0232860861,0.00534073916,1,1,
0.192733375,3.63841123,3.43270493,7.28751488,0.0183667113,0.023159592,0.0472273934,1,1,
0.200936375,3.63849594,3.4304387,-2.30727561,0.0182346175,0.0229073358,-0.00411999878,1,1,
0.209139375,3.63875627,3.42918207,-3.613773,0.0183895378,0.0227384552,-0.00122074038,1,1,
0.217342375,3.63948058,3.42951939,6.0216071,0.0187530615,0.0227591477,0.0380718406,1,1,
0.225545375,3.63961144,3.4310653,2.84104434,0.019011453,0.0228252361,0.0356303598,1,1,
0.233748375,3.63959125,3.43323654,-3.61766411,0.0189588449,0.022612682,-0.0175481429,1,1,
0.241952375,3.63891342,3.4351008,1.47404401,0.0187607174,0.0220212524,0.0170903653,1,1,
0.250155375,3.63817291,3.43604012,5.5426191,0.0186851893,0.0213291307,0.0330362865,1,1,
0.258358375,3.63583051,3.43552832,-3.5707419,0.0187594161,0.0209145611,0.00312814722,1,1,
0.266561375,3.63213614,3.43393145,-2.73010956,0.0188117702,0.0209493784,0.00381481368,1,1,
0.274764375,3.62818819,3.43148355,5.18364513,0.0187189842,0.0213038886,0.0523392438,1,1,
0.282967375,3.62512923,3.4282332,-0.548646504,0.0185359487,0.0217588123,0.00457777642,1,1,
0.291170375,3.62421146,3.42450107,-3.54747154,0.0183891379,0.0221443151,0.00625629444,1,1,
0.299374375,3.62456859,3.42044114,2.54181036,0.0183167146,0.0223384249,0.020905179,1,1,
0.307577375,3.62632618,3.41648097,1.91793573,0.0182361228,0.0223295679,0.0344096194,1,1,
0.315780375,3.62752786,3.41252137,-2.8234199,0.018060984,0.0223652105,0.011978515,1,1,
0.323983375,3.62835794,3.40897371,-0.155034028,0.0178322414,0.0227437999,0.0350199896,1,1,
0.332186375,3.62839319,3.40593101,2.01940977,0.0177421971,0.0234354305,0.0320444349,1,1,
0.340389375,3.62822449,3.40325303,-0.728019044,0.0179719369,0.0241231774,0.00740073855,1,1,
0.348592375,3.62817422,3.40091362,-0.961333048,0.0184860258,0.024528423,0.0228125858,1,1,
0.356795375,3.62730112,3.39903385,0.521713919,0.0190316322,0.0245589214,0.0312051759,1,1,
0.364998375,3.62570444,3.39817322,0.208746605,0.0193792023,0.0242006695,0.00839259011,1,1,
0.373202375,3.62219221,3.39817627,0.376522111,0.0194984402,0.0234779606,0.0383007294,1,1,
0.381405375,3.61833369,3.39855994,-0.774559771,0.0194676546,0.0226046691,0.0193029572,1,1,
0.389608375,3.61447002,3.39871864,-0.787911618,0.0192901628,0.0219418586,0.0199133274,1,1,
0.397811375,3.61200828,3.39875089,1.90939055,0.0189304857,0.0216512586,0.0376140629,1,1,
0.406014375,3.61085501,3.39905293,-0.206915494,0.0184476984,0.0215530072,0.028992584,1,1,
0.414217375,3.61031935,3.39997886,-2.66403699,0.0180055544,0.021440138,0.00244148076,1,1,
0.422420375,3.61041619,3.40108796,1.71742912,0.0177617277,0.0213104485,0.0263985107,1,1,
0.430624375,3.61012961,3.40160494,2.50640889,0.0177965379,0.021235656,0.0392162847,1,1,
0.438827375,3.61014834,3.401353,-3.46194342,0.0181010651,0.0211587401,0.0117496261,1,1,
0.447030375,3.60942837,3.40009479,-0.660344249,0.018523011,0.0209741229,0.0145725883,1,1,
0.455233375,3.60883389,3.39813354,5.0675985,0.0188165216,0.020788382,0.0405133213,1,1,
0.463436375,3.60812771,3.39549358,-2.54432814,0.0188047894,0.020916511,0.0215155492,1,1,
0.471639375,3.60739106,3.39250151,-3.5708182,0.0184840647,0.0214611304,0.00198370312,1,1,
0.479842375,3.60616553,3.38932916,5.26566362,0.0180491826,0.0220567517,0.0341044343,1,1,
0.488046375,3.60383769,3.38634443,1.50708029,0.0177715959,0.0222114237,0.0383007294,1,1,
0.496249375,3.60127647,3.38428977,-3.61499374,0.0178170741,0.0217900673,-0.0124362926,1,1,
0.504452375,3.59773855,3.38293931,2.47779778,0.0180521045,0.0210580886,0.0334940641,1,1,
0.512655375,3.59421487,3.38155708,5.97087008,0.0181424226,0.0204252367,0.046845912,1,1,
0.520858375,3.59116742,3.37918666,-3.60919523,0.0179506401,0.0201587235,-0.00244148076,1,1,
0.529061375,3.59023068,3.37596428,-2.53402814,0.0176356159,0.0202934094,0.00518814661,1,1,
0.537264375,3.59091962,3.37262344,7.28751488,0.0173946928,0.0207473411,0.0608081301,1,1,
0.545467375,3.59234651,3.37038399,-2.19962157,0.0172633661,0.0214651652,0.00411999878,1,1,
0.553670375,3.5940782,3.37006674,-3.61743522,0.0172439997,0.0223633626,-0.0170903653,1,1,
0.561874375,3.59480438,3.37119288,6.54408399,0.0174100464,0.0231556947,0.0375377667,1,1,
0.570077375,3.59469045,3.37254773,3.63124485,0.0177756064,0.0234074032,0.033722953,1,1,
0.578280375,3.59368904,3.37336113,-3.62720115,0.0181890788,0.0228513928,-0.0307473983,1,1,
0.586483375,3.59329498,3.37416043,1.55842769,0.0184035626,0.0217052299,0.0193792535,1,1,
0.594686375,3.59294733,3.37487002,7.2789697,0.0183022623,0.020580779,0.0475325785,1,1,
0.602889375,3.59310549,3.37578241,-3.60843226,0.0180269751,0.0200437224,-0.0159459212,1,1,
0.611092375,3.5928786,3.37687823,-3.46575823,0.0178154489,0.020210798,-0.0159459212,1,1,
0.619296375,3.59240996,3.37743092,7.28759117,0.0177751595,0.0207849766,0.0471510971,1,1,
0.627499375,3.59129594,3.37635116,-0.62326426,0.0178079393,0.0213932021,0.0160985137,1,1,
0.635702375,3.58917855,3.37310779,-3.62384411,0.0177556354,0.0218529195,-0.0231177709,1,1,
0.643905375,3.5869124,3.36827825,5.37575915,0.017552663,0.0221656561,0.0425733207,1,1,
0.652108375,3.58388941,3.36199011,4.70648824,0.0173176151,0.0224032927,0.0385296182,1,1,
0.660311375,3.58155178,3.3554403,-3.62224189,0.0172580089,0.0225172054,-0.00915555284,1,1,
0.668514375,3.58050756,3.34998434,0.0243385113,0.0174012989,0.0224020261,0.0172429579,1,1,
0.676717375,3.58131184,3.34627232,7.09761345,0.0175277327,0.0220506602,0.0646229438,1,1,
0.684921375,3.58305328,3.34390954,-3.5093997,0.0174425005,0.0215875472,-0.00602740562,1,1,
0.693124375,3.58483194,3.34223697,-3.58012635,0.0171709784,0.0212008982,-0.00770592364,1,1,
0.701327375,3.58676776,3.34092954,6.40842921,0.0168645772,0.0210196972,0.0469985046,1,1,
0.709530375,3.58768711,3.33970307,0.677663503,0.0166800511,0.021053444,0.0169377728,1,1,
0.717733375,3.58795277,3.33910152,-3.609653,0.0166969328,0.0211840591,-0.0172429579,1,1,
0.725936375,3.58699695,3.3396208,2.82868435,0.0168703362,0.0212555423,0.0307473983,1,1,
0.734139375,3.58597826,3.34143674,3.92757958,0.0170791617,0.0212651938,0.0376140629,1,1,
0.742342375,3.58461616,3.34390084,-3.58180486,0.0172556635,0.0213570327,0.00862147893,1,1,
0.750546375,3.58310532,3.34663153,-1.00184637,0.017445502,0.0216590518,0.018387402,1,1,
0.758749375,3.58163183,3.34900283,4.34568316,0.0177291068,0.0220699914,0.038758507,1,1,
0.766952375,3.57980569,3.34998621,-1.4311655,0.0180941304,0.0223151538,0.0121311075,1,1,
0.775155375,3.57850473,3.34915555,-2.88735618,0.0184151518,0.0222824301,0.0122074038,1,1,
0.783358375,3.57707212,3.34672956,2.5450911,0.0185622444,0.0221563036,0.0212103641,1,1,
0.791561375,3.57630492,3.34394267,0.84582049,0.0184876384,0.0222368822,0.0307473983,1,1,
0.799764375,3.57519571,3.34140872,-2.11478011,0.0182287974,0.0226063198,0.00854518265,1,1,
0.807967375,3.57420311,3.33936729,0.311975463,0.0179036607,0.0230106984,0.0197607349,1,1,
0.816171375,3.57330243,3.33741265,1.03869747,0.0176442257,0.0231336039,0.0134281442,1,1,
0.824374375,3.57252051,3.33506646,-0.319681387,0.017532275,0.0229091311,0.0238807337,1,1,
0.832577375,3.57224798,3.33259193,-0.531098361,0.0175654004,0.0225520992,0.0226599933,1,1,
0.840780375,3.57141364,3.33032353,-0.148167364,0.0176821651,0.0223029886,0.0274666585,1,1,
0.848983375,3.57061503,3.32871633,0.398190252,0.0178405218,0.0222060288,0.0129703665,1,1,
0.857186375,3.56905921,3.32798853,0.870006409,0.018021039,0.0220497702,0.0354777673,1,1,
0.865389375,3.56753228,3.32834065,-1.42757958,0.0182244605,0.0215772952,0.0182348094,1,1,
0.873593375,3.56542632,3.32924481,-0.634479812,0.0184280868,0.0208368494,0.0263985107,1,1,
0.881796375,3.56282551,3.33001829,2.69287698,0.0185416484,0.0201859207,0.0231940672,1,1,
0.889999375,3.55997855,3.33013404,-0.987578967,0.0184664966,0.019945227,0.0210577715,1,1,
0.898202375,3.55687747,3.32977417,-2.88377026,0.0182136476,0.0201849619,0.00328073977,1,1,
0.906405375,3.55486087,3.32942764,2.87919248,0.0179144944,0.0207761289,0.0337992492,1,1,
0.914608375,3.55383408,3.32932138,1.77594836,0.0177118626,0.0214743381,0.0209814753,1,1,
0.922811375,3.55454457,3.3294831,-3.58333079,0.017645955,0.0220409627,0.00862147893,1,1,
0.931014375,3.55546839,3.32922417,0.750144963,0.0176366373,0.0222897429,0.0132755516,1,1,
0.939218375,3.5562077,3.32861649,4.98008667,0.0175897858,0.0220646946,0.0582140568,1,1,
0.947421375,3.55637018,3.32783226,-3.47788934,0.0174821386,0.0214317399,0.0125125889,1,1,
0.955624375,3.55586987,3.32681139,-3.07260353,0.0173415589,0.0208282648,0.0251777703,1,1,
0.963827375,3.55500647,3.32503704,6.30886258,0.0172487535,0.0207430372,0.0492873928,1,1,
0.972030375,3.55363003,3.32214913,-0.463270974,0.0173778661,0.0212705612,0.0381481368,1,1,
0.980233375,3.55289648,3.31886225,-3.61293374,0.0178578804,0.0220373599,-0.00747703482,1,1,
0.988436375,3.55167478,3.31580382,4.3980224,0.0185764599,0.0225188762,0.04013184,1,1,
0.996639375,3.54972834,3.31344777,4.51536607,0.0192883051,0.0225003244,0.0452436903,1,1,
1.00484338,3.54650914,3.31154643,-3.61911374,0.0198307575,0.0221627266,-0.00976592303,1,1,
1.01304638,3.54242256,3.30961703,-0.259788812,0.0200925772,0.0217603513,0.0285348064,1,1,
1.02124938,3.53775277,3.30681701,7.28743858,0.0199479374,0.0213992743,0.0637073885,1,1,
1.02945237,3.53382617,3.30321541,-3.53762932,0.0193734092,0.0211528217,-0.00671407208,1,1,
1.03765537,3.53247811,3.29989775,-3.59920042,0.0185646637,0.0211643143,-0.00457777642,1,1,
1.04585837,3.53302735,3.29758943,7.28743858,0.0178594159,0.0215227149,0.0586718345,1,1,
1.05406137,3.53482859,3.29622662,1.14413892,0.0175474771,0.0221175646,0.0305185095,1,1,
1.06226437,3.53666597,3.29511716,-3.62590411,0.017717308,0.0226517874,-0.0228888821,1,1,
1.07046837,3.53872318,3.2939815,3.86288034,0.0182059021,0.0228408403,0.0444044313,1,1,
1.07867137,3.54001363,3.29215253,6.21143223,0.0187316796,0.0225517095,0.0505081332,1,1,
1.08687437,3.54061074,3.29024233,-3.61987671,0.0190769812,0.0218561701,-0.0224311045,1,1,
1.09507737,3.5405356,3.28944856,-1.72437208,0.0191736674,0.0210983285,0.00419629505,1,1,
1.10328037,3.53928466,3.29010509,7.28736229,0.0191427614,0.0207395715,0.0482955412,1,1,
1.11148337,3.53710497,3.29172023,-2.84524064,0.0191258711,0.0210202594,0.00328073977,1,1,
1.11968638,3.53410024,3.29340105,-3.61072115,0.0191120885,0.0217436471,-0.0190740684,1,1,
1.12789037,3.53163297,3.29450107,6.52195807,0.0189817882,0.0224419528,0.0440229499,1,1,
1.13609337,3.52903486,3.29374438,2.36861782,0.0186763817,0.022697845,0.0222022156,1,1,
1.14429638,3.52690034,3.29072841,-3.62056337,0.0182702299,0.0223875667,-0.0314340648,1,1,
1.15249938,3.52524731,3.2858042,2.08685568,0.0179059498,0.0216965798,0.0287636952,1,1,
1.16070238,3.52440381,3.27973224,5.81232643,0.0177241372,0.0209299369,0.04013184,1,1,
1.16890538,3.52421049,3.2736677,-3.59447005,0.0177893965,0.0204190482,-0.00816370128,1,1,
1.17710837,3.52398079,3.26876486,-2.5592822,0.0180641605,0.0204500026,0.00137333293,1,1,
1.18531137,3.52391001,3.26551305,6.08432264,0.0184578888,0.021115439,0.0469985046,1,1,
1.19351437,3.52288935,3.26336903,-1.0565508,0.0188569222,0.022204732,0.00358592486,1,1,
1.20171838,3.52167337,3.26207465,-3.59050264,0.0191081651,0.0232423211,-0.000381481368,1,1,
1.20992137,3.52006404,3.26147924,3.58378857,0.0190301258,0.0237610363,0.0500503555,1,1,
1.21812437,3.51887007,3.2617016,2.25035859,0.0185968339,0.0236207595,0.017014069,1,1,
1.22632737,3.51786621,3.26255135,-3.5729545,0.0180743952,0.0230575503,-0.00114444411,1,1,
1.23453037,3.51700542,3.26404597,0.30877102,0.0177783975,0.0224579783,0.0266273995,1,1,
1.24273337,3.51660809,3.26605803,3.22321238,0.0177509051,0.0221111522,0.0378429518,1,1,
1.25093637,3.51575108,3.26761089,-1.78769799,0.0177923542,0.0221174836,-0.00793481246,1,1,
1.25913937,3.51474487,3.26765853,-1.75840022,0.0177847923,0.0223903072,0.00686666463,1,1,
1.26734337,3.51274937,3.26521874,2.16093936,0.0178159715,0.0227012465,0.0194555498,1,1,
1.27554637,3.51110608,3.26038355,0.11833552,0.0179942148,0.022765296,0.0150303659,1,1,
1.28374937,3.51018929,3.25381721,-1.36013367,0.0182546846,0.022331634,0.0102237007,1,1,
1.29195237,3.51100824,3.24688276,0.303888058,0.0184442256,0.0213663748,0.0199133274,1,1,
1.30015538,3.51207774,3.24081396,0.416425062,0.0184981562,0.0201731793,0.0148777734,1,1,
1.30835838,3.51343632,3.23585773,0.275353252,0.0184730254,0.0192967969,0.0198370312,1,1,
1.31656138,3.51510493,3.23174366,-0.473952452,0.0185056796,0.019162561,0.00823999756,1,1,
1.32476538,3.51596492,3.22799512,-0.776390881,0.0186346444,0.0197250514,0.0177770318,1,1,
1.33296838,3.51678173,3.22457174,0.993301187,0.0186714614,0.0206109731,0.00534073916,1,1,
1.34117138,3.51726204,3.22178149,0.899380474,0.0184176478,0.0215099871,0.0301370281,1,1,
1.34937438,3.51787396,3.22003726,-2.2563097,0.0180033319,0.0223435521,0.0144199957,1,1,
1.35757737,3.51814094,3.21900717,-0.0267036958,0.0178013589,0.0231112248,0.0160985137,1,1,
1.36578037,3.51795,3.21833262,3.12341685,0.0179725426,0.0236546243,0.0358592486,1,1,
1.37398337,3.51791675,3.21755311,-2.05618458,0.0182578819,0.0236910647,0.0245674001,1,1,
1.38218637,3.51737627,3.21610575,-2.57225257,0.0182969105,0.0231863773,0.00282296213,1,1,
1.39039037,3.51635451,3.21368971,4.03279214,0.0180269107,0.022579453,0.0222022156,1,1,
1.39859337,3.51411238,3.21045928,0.514694662,0.0176664206,0.0223612724,0.0263222144,1,1,
1.40679637,3.51182569,3.20752477,-3.59195227,0.0173833417,0.0225570855,0.0043488876,1,1,
1.41499937,3.50965172,3.20544882,2.33962523,0.0171947567,0.0227335264,0.0307473983,1,1,
1.42320237,3.50820245,3.20471657,4.27159948,0.0170832467,0.0224798719,0.0511947996,1,1,
1.43140537,3.50762141,3.20541151,-3.59614856,0.0170535057,0.0217877195,-0.00343333232,1,1,
1.43960837,3.50711485,3.20712837,-1.50173956,0.0170621867,0.0210142344,0.00816370128,1,1,
1.44781138,3.50630772,3.20915431,6.69034394,0.0170489955,0.020607542,0.0565355388,1,1,
1.45601438,3.50487114,3.21071622,-2.49732963,0.0170680919,0.0207880885,0.0134281442,1,1,
1.46421837,3.5039299,3.21157737,-3.60316782,0.0172914213,0.0214217366,-0.00717184973,1,1,
1.47242138,3.50311143,3.21136798,5.89693899,0.0177770877,0.0221628199,0.0640125736,1,1,
1.48062438,3.50313233,3.21015704,2.53631703,0.0183301151,0.0226966453,0.037919248,1,1,
1.48882738,3.50424857,3.20841835,-3.62170782,0.0186483941,0.0228872489,-0.0155644398,1,1,
1.49703038,3.50605538,3.20682005,2.05748161,0.0186276854,0.0227727756,0.0341807306,1,1,
1.50523337,3.50695793,3.20522207,6.8079165,0.018475275,0.0224980425,0.0567644276,1,1,
1.51343637,3.50592048,3.20332421,-3.6077456,0.0184913721,0.0222262652,-0.0120548112,1,1,
1.52164038,3.50386247,3.20076526,-3.04704428,0.0187451701,0.0220909846,0.0100711081,1,1,
1.52984338,3.50120054,3.19698804,7.28751488,0.0190490446,0.0222207311,0.0630207221,1,1,
1.53804637,3.49929281,3.19254322,-1.28490555,0.0192164201,0.0226859593,0.0119022187,1,1,
1.54624937,3.49815962,3.18891345,-3.61919004,0.0192488543,0.0233953921,-0.00686666463,1,1,
