---,Analog In. | Ch.1,Analog In. | Ch.1,Analog In. | Ch.1,Analog In. | Ch.2,Analog In. | Ch.2,Analog In. | Ch.2,Analog Out. | Ch.1,Analog Out. | Ch.2,
Time(s),AIn-1 - Dem (AOut-1),AIn-1 - Dem (AOut-2),AIn-1 - Raw,AIn-2 - Dem (AOut-1),AIn-2 - Dem (AOut-2),AIn-2 - Raw,AOut-1,AOut-2,
0.086092375,1.59532676,1.27412192,-1.13185522,0.003628337,0.00878415622,0.0160985137,1,1,
0.094295375,1.59411577,1.27437241,2.53112888,0.004012725,0.00891312632,0.0199896237,1,1,
0.102498375,1.59275125,1.2739983,-0.323267312,0.0042213666,0.00905714159,0.0350962859,1,1,
0.110701375,1.59175894,1.2732031,-2.29705191,0.00431216919,0.00906676702,0.00335703604,1,1,
0.118904375,1.59130344,1.2721945,1.56323435,0.00431440558,0.0089323964,0.0350962859,1,1,
0.127107375,1.5912654,1.27118845,1.22920927,0.00421054324,0.00879655043,0.0173192541,1,1,
0.135310375,1.59122514,1.2704463,-2.17993713,0.00399171273,0.00873810224,0.0202948088,1,1,
0.143513375,1.59104045,1.27008854,0.0432599872,0.00365886703,0.00879616585,0.0258644368,1,1,
0.151717375,1.59084187,1.26981703,1.90900906,0.00326088995,0.00906054902,0.0356303598,1,1,
0.159920375,1.59080715,1.26927611,-1.03518784,0.00300081614,0.00953444305,0.00999481185,1,1,
0.168123375,1.59094951,1.26846714,-1.18121891,0.00309423409,0.0099975404,0.0434125797,1,1,
0.176326375,1.59102328,1.26790672,1.48457289,0.00346720023,0.0101531654,0.0190740684,1,1,
0.184529375,1.59096766,1.26831731,0.247505112,0.0037942699,0.00996607072,0.0185399945,1,1,
0.192732375,1.59083639,1.26978464,-1.41987365,0.00380444048,0.00967313407,0.0126651814,1,1,
0.200935375,1.59090349,1.27161965,0.520416883,0.00349915414,0.00939581214,0.0396740623,1,1,
0.209139375,1.59131098,1.27292773,0.874050111,0.0031068382,0.00901864198,0.0123599963,1,1,
0.217342375,1.5919179,1.27325077,-0.761741997,0.00285421057,0.00848354067,0.0238807337,1,1,
0.225545375,1.59247321,1.27276397,-0.370571001,0.00279459853,0.00796647595,0.0279244362,1,1,
0.233748375,1.59255586,1.2719068,0.710852382,0.00288827621,0.00768245532,0.0376140629,1,1,
0.241951375,1.59208377,1.27103505,0.0411999878,0.00308303398,0.00771965344,0.0151829585,1,1,
0.250154375,1.59130719,1.27031105,-0.52293466,0.00323909242,0.00799008274,0.0276192511,1,1,
0.258357375,1.59070274,1.26974396,0.057985168,0.00319403604,0.00820607211,0.027314066,1,1,
0.266560375,1.59048664,1.2693197,0.284508805,0.00296723058,0.00810240786,0.0331125828,1,1,
0.274764375,1.59041329,1.26903277,0.0582903531,0.00276189877,0.00765536565,0.0252540666,1,1,
0.282967375,1.59011901,1.26895643,-0.439695425,0.00280745338,0.00711394332,0.0231940672,1,1,
0.291170375,1.58936389,1.26925897,-0.120090335,0.00314832711,0.0069202199,0.0212103641,1,1,
0.299373375,1.5884843,1.26989093,0.687810907,0.00359692958,0.00744590484,0.0225074007,1,1,
0.307576375,1.58784298,1.27055522,-0.192190313,0.00388432719,0.00854424963,0.0241096225,1,1,
0.315779375,1.58750964,1.27089696,-0.820337535,0.00393387926,0.00955495399,-0.00541703543,1,1,
0.323982375,1.58742712,1.27059589,0.622119816,0.00382920108,0.00993352389,0.0225074007,1,1,
0.332185375,1.58753412,1.26966319,0.703604236,0.00358233497,0.00971276304,0.0347148045,1,1,
0.340388375,1.58790679,1.26854461,-1.24225593,0.00318029005,0.00936627421,0.0142674032,1,1,
0.348592375,1.58837769,1.26791392,-0.195013276,0.00276298554,0.00922437256,0.0169377728,1,1,
0.356795375,1.58869825,1.26820883,1.59306619,0.00259293865,0.00917605316,0.0271614734,1,1,
0.364998375,1.58855291,1.26921848,-0.810800501,0.00280720574,0.00897839054,0.00953703421,1,1,
0.373201375,1.58775483,1.27016344,-1.34029664,0.00324820794,0.00868640177,0.00389110996,1,1,
0.381404375,1.58655892,1.27010687,1.65059359,0.00360122001,0.00862682068,0.0283822138,1,1,
0.389607375,1.58538268,1.26869122,0.540406507,0.00367689644,0.00896638087,0.0335703604,1,1,
0.397810375,1.58469888,1.26656622,-2.16864528,0.00354178008,0.00950814145,0.00457777642,1,1,
0.406014375,1.58456492,1.26477174,0.662327952,0.00342264411,0.00992835489,0.0238044374,1,1,
0.414217375,1.58464442,1.26376174,1.95570238,0.00352545062,0.00997923083,0.0156407361,1,1,
0.422420375,1.58430435,1.26308053,-1.91885128,0.00386418536,0.00968383987,0.00686666463,1,1,
0.430623375,1.58320639,1.26194791,-0.953779717,0.00424130123,0.00935379562,0.0123599963,1,1,
0.438826375,1.58187318,1.26016144,2.50869778,0.00450713148,0.00919554582,0.0314340648,1,1,
0.447029375,1.58100258,1.25824269,-0.480361339,0.00470878808,0.00907203361,0.00961333048,1,1,
0.455232375,1.58097816,1.2569066,-2.36785485,0.00488063216,0.00878485765,0.00740073855,1,1,
0.463435375,1.58148116,1.25654533,1.82172613,0.00494955076,0.00832945362,0.0154881436,1,1,
0.471639375,1.58191379,1.25703465,1.39286477,0.0048873915,0.0078669977,0.0231940672,1,1,
0.479842375,1.58192934,1.25802489,-2.77291177,0.00475496391,0.00762143682,-0.00717184973,1,1,
0.488045375,1.5815807,1.25905576,0.223624378,0.00462995512,0.00771888901,0.0307473983,1,1,
0.496248375,1.5811435,1.25977079,2.61291849,0.00456339855,0.00801788176,0.0154118473,1,1,
0.504451375,1.58057245,1.26007241,-1.7239906,0.00452556099,0.00827675689,0.00785851619,1,1,
0.512654375,1.57986482,1.2599833,-1.64143803,0.00439289937,0.00838919592,0.00778221992,1,1,
0.520857375,1.57915372,1.25969419,2.61223182,0.00404375181,0.00830211957,0.0336466567,1,1,
0.529060375,1.57871643,1.25938309,0.161976989,0.00349524888,0.00812237391,0.00541703543,1,1,
0.537264375,1.5787429,1.25919688,-2.7027192,0.0029342117,0.0081139981,0.0205999939,1,1,
0.545467375,1.57894228,1.25921194,1.38317515,0.00264724334,0.00833034521,0.011139256,1,1,
0.553670375,1.57885291,1.25922211,1.78815577,0.00282736354,0.00859410194,0.0294503616,1,1,
0.561873375,1.57816089,1.25888785,-2.41630299,0.00330898619,0.00870624949,-0.00503555406,1,1,
0.570076375,1.57713226,1.2579754,-0.376750999,0.00367546722,0.00859558458,0.0228888821,1,1,
0.578279375,1.57615892,1.25635277,2.40264595,0.00370019523,0.0083831643,0.00518814661,1,1,
0.586482375,1.57532952,1.25408318,-0.974074526,0.00351417125,0.00826534765,0.0199133274,1,1,
0.594685375,1.57447421,1.25143911,-1.80745872,0.00343522293,0.00827513765,0.00114444411,1,1,
0.602889375,1.5733675,1.2489935,1.88482315,0.00364222952,0.00829995065,0.0331888791,1,1,
0.611092375,1.57221001,1.24754757,0.599383526,0.00399187821,0.00832083846,0.0189214759,1,1,
0.619295375,1.57122314,1.24760233,-2.03955199,0.00426114535,0.00843219779,0.0189977721,1,1,
0.627498375,1.57049157,1.24885285,0.547730949,0.00438952801,0.00869669285,0.0157933287,1,1,
0.635701375,1.5699709,1.25027354,1.46923734,0.00441760701,0.00903523755,0.0294503616,1,1,
0.643904375,1.56959141,1.25096821,-1.25194555,0.0043592345,0.00925632232,0.00534073916,1,1,
0.652107375,1.56941259,1.25083534,-0.684911649,0.00424221646,0.009213533,0.0226599933,1,1,
0.660310375,1.56943826,1.25050277,1.41453291,0.00416434156,0.00895779459,0.0175481429,1,1,
0.668514375,1.5697178,1.25082217,-0.126651814,0.00418850945,0.00873591631,0.0234992523,1,1,
0.676717375,1.57013992,1.252033,-1.13467818,0.00422060839,0.00873444203,0.0173192541,1,1,
0.684920375,1.57057259,1.25348923,0.640507218,0.00413039017,0.00895308485,0.0378429518,1,1,
0.693123375,1.57091443,1.25429607,0.551698355,0.00393494629,0.00932820735,0.00534073916,1,1,
0.701326375,1.57099142,1.25402826,-0.668050172,0.00380842458,0.00974751699,0.0218970305,1,1,
0.709529375,1.570753,1.25295809,-0.234611042,0.00391559299,0.0100869971,0.0247199927,1,1,
0.717732375,1.57008763,1.25166609,0.483336894,0.00420302782,0.0102660554,0.0317392499,1,1,
0.725936375,1.56911095,1.25045644,0.0312814722,0.0044144756,0.0102593633,0.00999481185,1,1,
0.734139375,1.56805667,1.24919825,-0.391933958,0.00440005903,0.0101295115,0.038758507,1,1,
0.742342375,1.5671117,1.24752878,-0.104068117,0.00428191946,0.00999012267,0.0173192541,1,1,
0.750545375,1.56640497,1.24530568,0.312204352,0.00427990199,0.00985529614,0.0247962889,1,1,
0.758748375,1.56589883,1.24292833,0.200888089,0.00445256712,0.00968507323,0.0188451796,1,1,
0.766951375,1.56562303,1.24100773,-0.607394635,0.00464237544,0.00948471091,0.0252540666,1,1,
0.775154375,1.56552032,1.24002623,-0.0712607196,0.00466574903,0.00926971462,0.023422956,1,1,
0.783357375,1.56554554,1.24004114,0.894421216,0.0044824104,0.00912085285,0.0375377667,1,1,
0.791560375,1.56548906,1.24070776,-0.445265053,0.00419479077,0.00921057603,0.029831843,1,1,
0.799764375,1.56515754,1.24159242,-0.890224921,0.00393994726,0.0095693298,0.0222022156,1,1,
0.807967375,1.56468443,1.24231939,0.956373791,0.00376584437,0.0100451601,0.020905179,1,1,
0.816170375,1.56420736,1.24275706,0.523468734,0.0037023654,0.0104287201,0.0302896207,1,1,
0.824373375,1.56388132,1.24293094,-1.51844844,0.00382408717,0.0105146675,0.0113681448,1,1,
0.832576375,1.56367081,1.24290121,0.222327342,0.00416863661,0.0102628709,0.0140385144,1,1,
0.840779375,1.56344449,1.24276499,1.62282174,0.00456193853,0.00984376573,0.0299844356,1,1,
0.848982375,1.56299392,1.24254966,-1.2939848,0.00472850474,0.00945093423,0.0154881436,1,1,
